epic,session,is_index,rec_reason,rec_pnl,new_pnl,rec_R,new_R,changed,new_reason,win_to_loss,loser_saved,was_hardstop
DE40,Asia,True,Hard stop: bid 22673.8 <= stop 22685.0425,-356.7,-268.0,-3.048144881668238,-2.290167727185556,True,stopcap,False,True,True
DE40,London,True,Hard stop: bid 22305.4 <= stop 22334.7765,-369.5,-235.0,-2.5354925117926426,-1.6125595135893667,True,stopcap,False,True,True
DE40,Asia,True,Z-score midline,29.0,29.0,0.33428980283504484,0.33428980283504484,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,229.6,152.1,3.0246389910652476,2.0036915964330317,True,tp_rr,False,False,False
DE40,Asia,True,Z-score midline,-30.5,-30.5,-0.40321103913111983,-0.40321103913111983,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,44.5,44.5,0.47207568456386023,0.47207568456386023,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,69.5,69.5,0.5464190079766229,0.5464190079766229,False,Z-score midline,False,False,False
DE40,London,True,Z-score midline,70.5,70.5,0.4876566837531898,0.4876566837531898,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,-18.0,-18.0,-0.2491003242291557,-0.2491003242291557,False,Z-score midline,False,False,False
DE40,London,True,Z-score midline,-136.0,-216.0,-0.8602066387278162,-1.3662105438618257,True,stopcap,False,False,False
DE40,Asia,True,Z-score midline,19.1,19.1,0.36523193847479546,0.36523193847479546,False,Z-score midline,False,False,False
DE40,London,True,Time exit: 0.0 min remaining <= 30 min threshold,-127.9,-114.3,-1.1214400047379562,-1.002193843170824,True,stopcap,False,True,False
DE40,Asia,True,Z-score midline,13.7,13.7,0.325022340285711,0.325022340285711,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,-154.8,-38.8,-4.1488237906125365,-1.0398860663809197,True,stopcap,False,True,False
DE40,Asia,True,Z-score midline,23.4,23.4,0.3781146110501667,0.3781146110501667,False,Z-score midline,False,False,False
